ID	SENTENCE
cymbalta.Post134.Sentence7	I lost touch with all my friends because I have no interest in seeing them .
cymbalta.Post134.Sentence8	However, I have no anxiety while taking the medication.
cymbalta.Post134.Sentence9	Is it worth it?
cymbalta.Post134.Sentence10	Helped me with anxiety .
cymbalta.Post134.Sentence11	I don't think anything helps with depression .
cymbalta.Post134.Sentence12	I've taken one medication after another for 20 years.
cymbalta.Post135.Sentence1	was fine for the first month, but now I am experiencing severe joint discomfort in my wrists .
cymbalta.Post135.Sentence2	It truly is odd.
cymbalta.Post135.Sentence3	I will continue and talk to a professional about these side effect.
cymbalta.Post135.Sentence4	Disturbed about the major joint discomfort in my wrists .
cymbalta.Post135.Sentence5	I like the weight loss , but have also felt heart palpatations and have had extreme dreams .
cymbalta.Post136.Sentence1	spaced out , difficulty sleeping , headaches(shocks) , night sweats .
cymbalta.Post136.Sentence2	For the first two weeks I felt very spacey and drugged, a feeling similar to taking extasy.
cymbalta.Post136.Sentence3	But after my body adjusted, I did notice quite a difference in my anxiety , and length of dressions bouts.
cymbalta.Post136.Sentence4	I have suffered from anxiety ( anxiety attacks ), bouts of depression , sadness and anger since I was a young teen.
cymbalta.Post136.Sentence5	I am almost 30 and have tried several other medications which had much worse side effects and no positive effects, such as: paxil and celexa.
cymbalta.Post136.Sentence6	The only current side effect I have is the night sweats and I do get "headshocks" as I call them, if I forget to take my pill on time.
cymbalta.Post137.Sentence1	Night sweats , constipation , taking longer to climax during sexual intercourse.
cymbalta.Post137.Sentence2	I am glad that I started Cymbalta before I came to this site.
cymbalta.Post137.Sentence3	I have only been on Cymbalta for 10 days but I am already starting to feel so much better.
cymbalta.Post137.Sentence4	I've gone years and years being depressed , sometimes severe sometimes moderately.
cymbalta.Post137.Sentence5	The disheartening thing is that the people who are most likely to post on sites like this are the few that have had bad side effects.
cymbalta.Post137.Sentence6	However, remember that everyone is different and out of ALL those taking this medication only 20-30% end up with severe side effects if any at all.
cymbalta.Post137.Sentence7	Every person physiologically is different and processes meds such as Cymbalta differently.
cymbalta.Post137.Sentence8	There is a balance.
cymbalta.Post137.Sentence9	there are many who are taking this medication and have not had any side effects at all and even the ones that have, it has been worth the side effects.
cymbalta.Post137.Sentence10	I am hoping that my experience with this med continues and that it gets more effective as time goes on.
cymbalta.Post138.Sentence1	nausea at first, which subsided after a couple of weeks.
cymbalta.Post138.Sentence2	Still a bit sleepy during the day (I take it in the morning), but then frequent waking at night , with very vivid, weird dreams !
cymbalta.Post138.Sentence3	I do feel more relaxed and able to handle life's ups and downs, as well as some serious family issues.
cymbalta.Post138.Sentence4	I've gotten used to the side effects, and am sticking with it.
cymbalta.Post138.Sentence5	Tough it out - things do get better, and your body will adjust!
cymbalta.Post139.Sentence1	feel good!
cymbalta.Post139.Sentence2	I'm on day 5 and read all these posts before starting.
cymbalta.Post139.Sentence3	I was previously on Paxil which was not effective.
cymbalta.Post139.Sentence4	I feel good!
cymbalta.Post139.Sentence5	I know its too soon, but I do not have any side effects, I feel more alert, focused and worry-free.
cymbalta.Post139.Sentence6	I usually have very vivid dreams but I have slept well and have had calm dreams the last few nights.
cymbalta.Post139.Sentence7	I do not feel "zombie-like" or tired, in fact I feel like I have more clarity and energy.
cymbalta.Post139.Sentence8	I am on the low dose, 30mg daily.
cymbalta.Post139.Sentence9	I don't see any correlation to this med and diarrea and I am not worried about the effects of "going off it" as I plan to "stay on it" as long as I feel this good.
cymbalta.Post139.Sentence10	I have advice for those who still suffer: Get some sunshine on your face, just a few minutes will make you feel great.
cymbalta.Post139.Sentence11	Get an old dog, not a puppy, an old dog that Needs you, that you can care for and that will love you back.
cymbalta.Post139.Sentence12	If you can't handle a dog get a fish.
cymbalta.Post139.Sentence13	Smile at a baby!
cymbalta.Post139.Sentence14	They usually smile back at you :) Think of positive thoughts even if you have to make them up.
cymbalta.Post139.Sentence15	I dare you!
cymbalta.Post139.Sentence16	Buy something new even if its just a pair of underwear.
cymbalta.Post139.Sentence17	Women know this really does work wonders.
cymbalta.Post139.Sentence18	Give it a fair chance, good luck.
cymbalta.Post139.Sentence19	Aloha~
cymbalta.Post140.Sentence1	very tired .
cymbalta.Post140.Sentence2	head fog .
cymbalta.Post140.Sentence3	went from effexor to cymbalta.
cymbalta.Post140.Sentence4	felt tingling for the first 5 days .
cymbalta.Post140.Sentence5	I have been on it for 2 weeks and I have finally seen the light.
cymbalta.Post140.Sentence6	I have been feeling really good.
cymbalta.Post140.Sentence7	Mood is great.
cymbalta.Post140.Sentence8	but I can tell when it is time to take it I get this tingling feeling ,like when I turn my head my brain is a bit behind .
cymbalta.Post140.Sentence9	but other than that its been good to feel like life is worth living again.
cymbalta.Post141.Sentence1	On 90 mg I had sweating at night so that my clothes are drenched , somtimes multiple times at night.
cymbalta.Post141.Sentence2	I also have had a lot of gas and some constipation .
cymbalta.Post141.Sentence3	On 60 mg, I was irritated with my boyfriend when he wasn't being irritating at all.
cymbalta.Post141.Sentence4	On the whole, this drug has helped very much.
cymbalta.Post141.Sentence5	The side effects for me are less than for Effexor.
cymbalta.Post142.Sentence1	Possibly dry mouth (whatever that is exactly), drowsiness for the first few weeks.
cymbalta.Post142.Sentence2	Unlike the other people on here, I haven't really experienced that many side effects, or really any that are any sort of bother to me.
cymbalta.Post142.Sentence3	Cymbalta has helped quite a bit (along with therapy and some life style changes) to help me get through depression .
cymbalta.Post142.Sentence4	I wouldn't deter people from taking it.
cymbalta.Post142.Sentence5	It definately hasn't been a miracle cure, but it hasn't been bad at all.
cymbalta.Post143.Sentence1	Feelings of a band around my head, memory loss .
cymbalta.Post143.Sentence2	unable to recall names etc diarrhea , delayed processing , insomnia ,late day fatigue .
cymbalta.Post143.Sentence3	Some hair loss and some weight loss .
cymbalta.Post143.Sentence4	These side effects are slowly letting up.
cymbalta.Post143.Sentence5	Coming out of such a paralyzing depression is worth it!
cymbalta.Post143.Sentence6	I'm just afraid it will eventually render me apathetic and flat the way Prozac eventually did.
cymbalta.Post143.Sentence7	I'm also afraid my appetite will come back with a vengeance, as it has on other meds.
cymbalta.Post143.Sentence8	If I end up a fat, bald middle aged woman I do think my depression will return in a different way.
cymbalta.Post144.Sentence1	Really I haven't noticed any side effects when taking it but a bit of sleepiness initially .
cymbalta.Post144.Sentence2	It has worked exceptionally well for my depression .
cymbalta.Post144.Sentence3	I can tell you from mine and others experiences that the drug withdrawal symptoms are very severe and affect every body system you have.
cymbalta.Post144.Sentence4	I missed a couple once and the side effects are the worst I have ever encountered from my many medications I have taken over the course of 30 years with this disorder.
cymbalta.Post144.Sentence5	I have been on almost the whole array of psychiatric drugs and withdrawal from this one is the worst I have ever encountered.
cymbalta.Post144.Sentence6	I have a friend whose husband takes this drug for fibromyalgia and tried to get off it because they can't afford this medicine, but the withdrawal was so bad for him.
cymbalta.Post144.Sentence7	I guess they will have to keep the extra job to pay for the medicine.
cymbalta.Post144.Sentence8	I looked online to find at least 15 pages of withdrawal symptoms and over 30 pages to document the symptoms.
cymbalta.Post144.Sentence9	When I started with the medicine it was pretty new and I guess they did not know about the withdrawal side effects.
cymbalta.Post145.Sentence1	at start dry mouth & metallic tast e; started clinching jaws which causes headache , tooth and gum pain & neck pain .
cymbalta.Post145.Sentence2	The dry mouth is very insignificant compared to depression .
cymbalta.Post145.Sentence3	For those people who do not understand why anyone would take these drugs with all the side effects YOU HAVE NEVER SUFFERED REAL DEPRESSION .
cymbalta.Post145.Sentence4	It is necessary to find one with fewest side effects and everyone is different.
cymbalta.Post145.Sentence5	What can you live with?
cymbalta.Post145.Sentence6	I am assuming the Cymbalta is the cause of the clinching .
cymbalta.Post145.Sentence7	I had the same thing with Lexapro along with some other things.
cymbalta.Post146.Sentence1	nausea , cotton mouth , and lack of appetite .
cymbalta.Post146.Sentence2	Tried paxil, celexa, buspar, and depakote.
cymbalta.Post146.Sentence3	Cymbalta works better than anything I have tried.
cymbalta.Post146.Sentence4	I have been on Cymbalta for 2 days and I can all ready feel the positive effects.
cymbalta.Post147.Sentence1	Yawning, which subsided after a few weeks.
cymbalta.Post147.Sentence2	Itching, which comes and goes.
cymbalta.Post147.Sentence3	Vivid dreams , which can be rather interesting.
cymbalta.Post147.Sentence4	Decreased appetite , which is rather nice.
cymbalta.Post147.Sentence5	Diarrhea , which can be extremely annoying, but I am figuring ways to minimize it (taking it on a full stomach is helping).
cymbalta.Post147.Sentence6	This medication has changed my life for the better.
cymbalta.Post147.Sentence7	I felt its positive effects within a day or two, and pressed through the initial side effects because I was so encouraged by the anti-depressive features.
cymbalta.Post147.Sentence8	After one week on 30mg, my MD increased my dosage to 60mg This did not help me!
cymbalta.Post147.Sentence9	My condition deteriorated rapidly, at which point my doctor wanted to increase the dosage further.
cymbalta.Post147.Sentence10	I insisted that 30mg was working wonders, and he reluctantly prescribed a 2 week course at 30mg Well, that's where I've remained for 3 months now.
